,0
2131,4.6816346219589604e-08
2132,2.4533184296049216e-07
2133,1.1429762692190486e-07
2134,2.0403144655791305e-08
2135,1.664816367926309e-07
2136,1.5331764145550154e-07
2137,1.747565374457101e-07
2138,1.8653456365575713e-07
2139,1.7734105759206004e-07
2140,6.052726098094407e-08
2141,2.106988090940925e-07
2142,1.6891385717633573e-07
2143,8.774492817682605e-08
2144,2.099517733599882e-07
2145,5.116442372363948e-07
2146,1.3633432221181548e-07
2147,5.787204374321345e-07
2148,4.1235639351945424e-07
2149,6.189074423946823e-07
2150,3.8789003586223103e-07
2151,3.6900624529916206e-07
2152,1.575903162251336e-08
2153,1.0248077267185521e-07
2154,1.579654132003395e-07
2155,2.2343677004243368e-07
2156,3.915108487848285e-07
2157,2.814793676912644e-07
2158,8.350387649759757e-08
2159,1.409375431626639e-07
2160,3.1095611013845674e-07
2161,5.432416903499141e-08
2162,2.38232620876e-07
2163,3.567506160383484e-07
2164,3.0447819361820593e-07
2165,7.17782961516769e-08
2166,2.393936009527563e-07
2167,7.167314448409127e-08
2168,3.4355008211673065e-08
2169,2.0544567404060105e-07
2170,4.5816133371076905e-07
2171,5.761117974472031e-07
2172,3.1197198324170244e-07
2173,2.500720063181162e-07
2174,4.277279957567785e-08
2175,1.9152468335215064e-07
2176,7.092593143060632e-08
2177,1.1412382764298647e-07
2178,1.1189904051666015e-07
2179,1.833787550971662e-07
2180,5.048265427457639e-08
2181,3.1185657039308707e-07
2182,3.994762169560358e-07
2183,4.2341931448325995e-07
2184,6.541772808377862e-07
2185,1.7314629468705605e-07
2186,6.2033641423311e-07
2187,1.6973809433815456e-07
2188,2.9883083979160047e-07
2189,6.904575405338263e-08
2190,5.100692500288334e-08
2191,1.1106873656533796e-07
2192,2.1790405732596966e-07
2193,5.498278967644292e-07
2194,1.411482253895552e-07
2195,6.465428805348278e-08
2196,1.0791371026668078e-07
2197,4.107213914809359e-07
2198,4.6622315863646714e-07
2199,1.3516152912195095e-07
2200,3.0394153369503586e-07
2201,1.403405869156518e-07
2202,1.5802420269853847e-07
2203,2.889059713138711e-07
2204,2.9150605022356197e-07
2205,3.958481127009101e-07
2206,1.258112411004966e-07
2207,1.4011740644492444e-07
2208,9.963823041984633e-08
2209,1.3206770623392293e-07
2210,1.5901311396728074e-07
2211,4.804046781840049e-07
2212,3.0584462846821143e-07
2213,4.201780002730836e-08
2214,8.450539053016648e-08
2215,3.738726093429107e-07
2216,1.4252308808789972e-07
2217,4.72957070762862e-07
2218,6.189078767426836e-08
2219,1.1364704496425736e-07
2220,2.116170999880509e-07
2221,1.2088469868513158e-07
2222,3.338243037848153e-08
2223,2.608018458654819e-07
2224,8.495172291877274e-08
2225,2.5340223027841065e-07
2226,1.630508052059806e-07
2227,4.6746734263584157e-07
2228,2.61883957807485e-07
2229,2.654549038291749e-07
2230,9.22810292292503e-08
2231,8.103998954544518e-08
2232,1.0343561438727963e-07
2233,1.9749664726402367e-07
2234,1.3763653815923247e-07
2235,6.825866561269334e-07
2236,3.412922290125503e-07
2237,2.6825225762271937e-07
2238,2.71465703150839e-07
2239,5.242212030887448e-07
2240,2.1107696777767875e-07
2241,5.032163526036494e-07
2242,2.0037571229018518e-07
2243,3.3478124060970606e-08
2244,1.4925218569698014e-07
2245,5.002965088446851e-08
2246,5.938801453854909e-07
2247,9.751808039261102e-08
2248,8.01672374304366e-08
2249,6.200972739923744e-08
2250,1.462430580932605e-07
2251,2.0469386212783905e-07
2252,2.5280093568886616e-07
2253,4.646632718897703e-08
2254,5.762660950220237e-08
2255,3.5060076802926346e-07
2256,3.4773729540539743e-07
2257,5.004268995976118e-07
2258,6.984469203919892e-08
2259,1.0055487340002828e-07
2260,4.694741424500963e-07
2261,1.9975257582701017e-07
2262,3.409937819936785e-08
2263,3.183440923800012e-07
2264,1.6044301647826641e-07
2265,4.4196402313162813e-07
2266,1.0629954020690292e-07
2267,8.699331910442778e-07
2268,2.0377462221036568e-07
2269,3.4936536167678215e-07
2270,1.6031148638530245e-07
2271,9.654750439234161e-08
2272,2.0422450945803104e-07
2273,1.4949862569866025e-07
2274,1.558267592067851e-07
2275,3.4329192664390926e-07
2276,2.934877097429154e-07
2277,4.772654908039416e-07
2278,1.1890890786465719e-07
2279,1.2764199948934316e-07
2280,2.436568789503937e-07
2281,3.0356064454966446e-07
2282,9.336194602920433e-08
2283,9.522906998704053e-08
2284,1.5917405600117215e-07
2285,3.002232224117786e-07
2286,1.632144009499198e-07
2287,1.9044786112175194e-07
2288,1.9402032448307633e-07
2289,2.734609424805867e-07
2290,3.936937439176073e-08
2291,3.702014630903424e-07
2292,4.1887730777709294e-07
2293,2.6912719353843064e-07
2294,2.5743976670951276e-07
2295,7.683300348434474e-07
2296,4.047740872542027e-07
2297,5.98108654230076e-07
2298,5.784774245738733e-07
2299,1.5032285505302815e-07
2300,5.262680657321583e-07
2301,3.526730170336404e-07
2302,2.2780972343702244e-07
2303,8.071786529075173e-07
2304,1.863219008575226e-07
2305,1.215049525110977e-07
2306,5.196631467280636e-07
2307,3.161964624760985e-07
2308,3.5031981747777587e-07
2309,2.2050673458781706e-07
2310,1.1435863538416955e-07
2311,2.2001710776184912e-07
2312,3.627484920514176e-07
2313,1.4985268424737635e-08
2314,2.5677834451322465e-07
2315,3.0648582134239223e-07
2316,3.152411567040953e-07
2317,2.9860812884463816e-07
2318,1.0524805053671232e-07
2319,7.522454887030371e-08
2320,2.000736114927842e-07
2321,6.090017581086346e-07
2322,2.63143921534812e-07
2323,7.656212820224039e-08
2324,2.3178887329221033e-07
2325,2.4369236879090563e-07
2326,3.559618023726257e-07
2327,1.7547417019748738e-07
2328,4.077321447173845e-07
2329,9.947399251580787e-08
2330,1.144841640388627e-07
2331,1.3697224722012572e-07
2332,3.999006442613807e-07
2333,1.785459411626735e-07
2334,9.678799148241176e-08
2335,2.6310591196373696e-07
2336,1.808400279335913e-07
2337,4.373288003100687e-07
2338,1.2854764932570224e-07
2339,4.602420303524721e-07
2340,5.577944096568694e-07
2341,6.437663274545761e-08
2342,1.24253725545448e-07
2343,5.067622893099021e-08
2344,3.0855793243971023e-07
2345,2.495851604336499e-07
2346,5.313819657875054e-07
2347,1.5440249079060535e-07
2348,4.940098806472683e-07
2349,4.623207785065819e-07
2350,3.807533800632134e-07
2351,6.283005337954771e-07
2352,2.1890678600969975e-07
2353,1.1362972970863151e-07
2354,2.9328023302484325e-07
2355,5.380464592001996e-07
2356,1.9579141020146534e-07
2357,1.499718948724843e-07
2358,3.463020622065311e-07
2359,1.1952049381766255e-07
2360,1.9373117503673826e-07
2361,1.3547032434915137e-07
2362,2.3463365405155598e-07
2363,3.9065835037796296e-07
2364,3.451580118086068e-07
2365,2.710020482149687e-07
2366,2.3407294758542447e-07
2367,1.0853290328071475e-07
2368,9.81709227651471e-08
2369,4.904480236493827e-07
2370,2.4927616433061287e-07
2371,5.844148752535958e-07
2372,1.018641371481321e-07
2373,3.190535172451783e-07
2374,3.654815865971506e-07
2375,5.195143336108919e-07
2376,1.3481093292689917e-07
2377,1.718780028710557e-07
2378,2.593944638905633e-07
2379,5.235324132164611e-07
2380,1.5844978723179553e-07
2381,9.70658461740451e-07
2382,7.741438737624651e-07
2383,1.3934793776946304e-07
2384,9.623927954767933e-08
2385,3.8498846804724857e-07
2386,3.2364680461918465e-07
2387,1.020727220571463e-07
2388,1.8255864821604108e-07
2389,7.157560950667621e-08
2390,8.040011785226512e-08
2391,2.0167776607928658e-07
2392,1.8184310361652365e-07
2393,4.922115292042909e-07
2394,2.8920663848338843e-07
2395,4.59567468459579e-08
2396,1.3385297080123657e-07
2397,4.7004442227408895e-08
2398,4.5317038910001966e-08
2399,7.296888167578381e-08
2400,2.2396122877324612e-07
2401,1.427537794712577e-07
2402,4.041111404991839e-07
2403,2.1877218194831036e-07
2404,1.1332306344327605e-07
2405,1.1232178351873769e-07
2406,3.63157462441829e-07
2407,1.614085277668623e-07
2408,3.1528490967242427e-07
2409,1.1946995279684096e-07
2410,3.8732097811962255e-07
2411,3.3529410759947963e-07
2412,8.735624606662658e-08
2413,2.2031276918763278e-07
2414,1.0023868449121862e-07
2415,3.9678444619842807e-07
2416,3.908445663826677e-07
2417,8.536713919993665e-08
2418,8.585630394646528e-08
2419,1.5830951113590463e-07
2420,2.9980585866372506e-07
2421,5.813715083404639e-08
2422,5.473885421229244e-07
2423,5.1150823571195026e-08
2424,3.3162253826832463e-07
2425,7.502233296593506e-08
2426,5.657985869579937e-07
2427,1.4598849843608856e-07
2428,1.672384643632889e-07
2429,3.6759241653688823e-07
2430,1.6345140157626947e-07
2431,1.3860626243734954e-07
2432,2.514264177480935e-07
2433,4.959717576828448e-07
2434,3.7160920061106575e-07
2435,1.4320956331662264e-07
2436,2.0471380216752733e-07
2437,5.385765362998532e-07
2438,1.4629742551888522e-07
2439,1.89777105873428e-07
2440,4.099457422864403e-07
2441,1.0334689479222715e-07
2442,3.110841065064461e-07
2443,2.443711072835767e-07
2444,4.3076007762830457e-07
2445,5.5813956997828706e-08
2446,9.524065401211838e-08
2447,1.786282610855337e-07
2448,7.987875651104674e-08
2449,1.3913291741508095e-07
2450,5.136137017499735e-07
2451,7.959659387308133e-08
2452,4.567586822093174e-07
2453,1.7754562173452992e-07
2454,2.0769695719346422e-07
2455,2.878696200121066e-07
2456,1.165368206039829e-07
2457,2.1454959874245622e-07
2458,8.140861391590691e-08
2459,2.188647477388815e-07
2460,9.719626199844275e-08
2461,4.347152841420854e-07
2462,3.539940735278981e-07
2463,1.0497865874197724e-07
2464,5.963677689952136e-08
2465,1.6517158915650642e-07
2466,5.116191756467965e-07
2467,1.1973692271361405e-07
2468,2.7827237520044146e-07
2469,2.2694132771648832e-07
2470,3.532681726284566e-07
2471,2.6376278228043684e-07
2472,4.3248272199106983e-07
2473,2.0009214534193366e-07
2474,1.1030149464696581e-07
2475,8.216535904381908e-07
2476,7.270059459662916e-07
2477,6.411365866101474e-07
2478,2.535198433482484e-07
2479,2.3572906005334718e-07
2480,3.426407903454804e-07
2481,3.138718176292488e-07
2482,3.5466586250683223e-07
2483,1.395735096992883e-07
2484,5.111460620809957e-08
2485,2.949355722624889e-07
2486,1.5405333557701307e-07
2487,3.440001073226825e-07
2488,9.582592403445458e-09
2489,3.8923799892201326e-07
2490,9.246520785315759e-08
2491,4.528980557775053e-07
2492,6.549369298969823e-08
2493,1.794572911723643e-07
2494,8.764192863730747e-08
2495,2.9289291780787844e-07
2496,3.3087764560599266e-07
2497,2.44357643051589e-07
2498,7.549175912300358e-08
2499,2.527173582118775e-07
2500,1.5617858582254307e-07
2501,1.568778920186228e-07
2502,2.3740990154511704e-07
2503,8.290647122735409e-08
2504,3.0474707932125664e-07
2505,2.6645988508984084e-07
2506,5.985517999383863e-07
2507,1.835406216462226e-08
2508,2.411906112382458e-07
2509,1.168438159191412e-07
2510,1.3789932583337947e-06
2511,5.362578319035587e-07
2512,1.8115151886040138e-07
2513,3.438769951725559e-07
2514,2.404777459324655e-07
2515,1.5705291949966002e-07
2516,1.8328134148699067e-07
2517,4.741298645195602e-07
2518,9.037152683939051e-08
2519,2.9430316552859253e-07
2520,4.3410692367007275e-07
2521,2.1633933406988115e-07
2522,1.8358781766774324e-07
2523,1.712699513291473e-07
2524,8.428555377256697e-08
2525,9.514348321898838e-07
2526,9.514774473466563e-08
2527,1.4694991320885575e-07
2528,3.436894732120475e-07
2529,3.140646157737145e-07
2530,2.563313453880395e-07
2531,5.659201356711766e-08
2532,1.4443083617046693e-07
2533,2.5687551873667377e-07
2534,3.1410788211078534e-07
2535,2.74173783864637e-07
2536,2.7756396918748815e-07
2537,1.329365842645971e-07
2538,6.669863183427524e-07
2539,5.780896506164523e-08
2540,2.2417328233216127e-07
2541,1.324819403955293e-07
2542,8.766784042634779e-08
2543,2.384810445300064e-07
2544,8.460588285745497e-08
2545,4.870332206815537e-07
2546,1.916185230722282e-07
2547,1.1129287957239619e-07
2548,5.224244763354088e-07
2549,9.673014109815945e-08
2550,4.323123686149575e-07
2551,1.0825761671566497e-07
2552,6.102645016745898e-08
2553,2.491592361695009e-07
2554,2.8415312761849237e-07
2555,4.135457403826114e-07
2556,6.377165173601204e-08
2557,1.1729388729633906e-07
2558,5.324140400868572e-08
2559,3.0550100416354636e-07
2560,5.855428108133992e-07
2561,5.493629353724076e-07
2562,8.311296025320204e-08
2563,4.379710303349665e-08
2564,6.95294388901233e-08
2565,1.3253875713998727e-07
2566,2.1046834718127235e-07
2567,4.773388083161898e-07
2568,1.3454799527852688e-07
2569,1.868869959174906e-07
2570,4.6999694629225123e-07
2571,1.140490617112752e-07
2572,3.9943289476188913e-07
2573,2.9422529819821704e-07
2574,3.1248506056026723e-07
2575,1.447924152270898e-07
2576,2.4282857198110875e-07
2577,1.2288477434284263e-07
2578,1.1115616151466575e-07
2579,3.3738569610765443e-07
2580,3.989319752823152e-07
2581,2.0835070662914564e-07
2582,5.457286050829196e-07
2583,3.1479208304648973e-07
2584,9.70815432304747e-08
2585,2.137841658869551e-07
2586,3.168825331529503e-07
2587,3.7010414158040127e-07
2588,2.971346090746377e-07
2589,2.130425851788929e-07
2590,2.9405784722926244e-07
2591,1.3904106639914875e-07
2592,2.5611641145517253e-07
2593,7.098248292240285e-08
2594,2.78941160909796e-07
2595,1.0381615008394984e-07
2596,2.73731411045932e-07
2597,1.4619054155484932e-07
2598,2.0011442612459256e-07
2599,2.2184560322730736e-07
2600,1.3959165701532857e-07
2601,7.448015886386462e-08
2602,4.972445132915914e-08
2603,4.6895088716889357e-07
2604,1.6634981616010304e-07
2605,1.2312597297253802e-07
2606,4.1580849123912073e-07
2607,1.9940683789174308e-07
2608,4.6049466418925887e-07
2609,7.978772724925358e-08
2610,1.5499117223909338e-08
2611,1.8487047722228264e-07
2612,2.2898888253101436e-07
2613,4.0793228371374543e-07
2614,1.446048594510116e-07
2615,6.753194203581408e-08
2616,6.634337229862656e-08
2617,5.500945881830382e-07
2618,2.0547797750979298e-07
2619,5.250409090276197e-07
2620,4.5516192060079145e-07
2621,5.828935511136145e-08
2622,1.2226360297430743e-07
2623,4.0361556306920715e-07
2624,6.942004455993703e-09
2625,2.9891502111282423e-07
2626,7.721643541776673e-08
2627,1.2359826660563084e-07
2628,1.1943049912403764e-07
2629,3.0188399669210924e-07
2630,3.3394706089043425e-07
2631,4.6388062364488984e-07
2632,2.8899392340185767e-07
2633,1.7730814473067098e-07
2634,2.3347523975247986e-07
2635,7.829450765881573e-08
2636,5.228616410718339e-07
2637,5.017471154481197e-07
2638,1.0252660993940775e-07
2639,1.1768861739015702e-07
2640,8.437666406552237e-08
2641,3.2337443135272003e-07
2642,6.996072921394986e-08
2643,4.7259243098684796e-07
2644,1.495321833194743e-07
2645,6.318244001280837e-07
2646,1.4581943556865293e-07
2647,7.743732210258027e-08
2648,8.11584369260428e-08
2649,7.495602526677966e-08
2650,7.876528460663483e-08
2651,1.5016396478294704e-07
2652,5.568998973744964e-07
2653,4.7305362353574075e-07
2654,1.3914554644941e-07
2655,1.7283637447232863e-07
2656,6.307727018139778e-07
2657,7.723495145637878e-08
2658,3.353441062869087e-07
2659,5.950496761712151e-08
2660,7.206108230886214e-08
2661,2.78327931483305e-07
2662,1.404017296330163e-07
2663,4.8121499531593604e-08
2664,2.3091893043176468e-07
2665,1.7677513788586482e-07
2666,2.112755813367229e-07
2667,4.1633118169539644e-07
2668,4.622918894940214e-07
2669,3.8685471776313466e-07
2670,1.050394836068012e-07
2671,3.4725292086480327e-07
2672,2.788194938490702e-07
2673,1.5421984758357625e-07
2674,1.4370922573289367e-07
2675,8.032720734240202e-08
2676,2.2820394118567793e-07
2677,3.996735405549301e-07
2678,5.13979024306491e-07
2679,3.0222340539269e-08
2680,7.997974006618349e-08
2681,1.3577216204329568e-07
2682,2.3806343854191766e-07
2683,1.8013341364048362e-07
2684,6.523747009507777e-08
2685,1.8289281392713344e-07
2686,2.1643415657655675e-07
2687,4.073372410867564e-07
2688,4.2761958431035296e-07
2689,1.160553622168832e-07
2690,1.8241550943877895e-07
2691,8.146902977265075e-07
2692,1.1785121412892995e-07
2693,1.9980788329171744e-07
2694,2.725468259557812e-07
2695,6.386401531402965e-08
2696,8.437030559480118e-08
2697,8.023034550204661e-08
2698,2.5271072178493015e-07
2699,3.3097110297742205e-07
2700,6.379856254179192e-07
2701,2.365069749122287e-07
2702,3.358964059265084e-07
2703,4.760712052030831e-08
2704,1.8630901670981642e-07
2705,6.49346061585385e-07
2706,1.1819774740156448e-07
2707,2.648019042992384e-07
2708,3.548513868305706e-07
2709,1.0004705299024897e-07
2710,2.2009501179661143e-07
2711,4.2192434179271403e-07
2712,5.03969905401872e-07
2713,3.2562851215240175e-07
2714,8.389031116475914e-08
2715,6.348721092264371e-07
2716,2.949484111711508e-07
2717,3.028316532945772e-07
2718,9.728854820813902e-08
2719,1.797964048642151e-07
2720,5.366742398820786e-07
2721,2.8654484217006226e-07
2722,4.946694628900407e-07
2723,7.986938039921072e-08
2724,3.220745648422396e-07
2725,4.3584426369873344e-07
2726,2.5562317506609206e-07
2727,6.318057013344138e-07
2728,1.3193254633815632e-07
2729,1.9053327562936093e-07
2730,1.4142160721102636e-07
2731,2.1866756201732988e-07
2732,1.4498106482520339e-07
2733,1.3533106922560918e-07
2734,1.9793715901100688e-07
2735,9.772893931699254e-08
2736,2.199818035719784e-07
2737,1.7148500498643476e-07
2738,6.262571749928362e-07
2739,3.611862156696745e-07
2740,1.1252428685269993e-07
2741,2.8759413827270054e-07
2742,3.2416081933732867e-07
2743,3.613069095899567e-07
2744,1.434422148105632e-07
2745,1.4380401455789603e-07
2746,1.9861505336830495e-07
2747,3.5000104426341725e-07
2748,1.2277255230609542e-07
2749,2.860149724124035e-07
2750,1.9540247050708326e-07
2751,5.030995880089849e-07
2752,3.208357240804831e-07
2753,1.273597404394703e-07
2754,4.952326890691492e-07
2755,6.105305713189569e-07
2756,3.7853017711545583e-07
2757,6.497111940069248e-08
2758,2.1577648623905464e-07
2759,8.155123252564289e-08
2760,1.9399259543040007e-07
2761,2.5633017778612945e-07
2762,4.903137326871856e-07
2763,4.5268958575789254e-08
2764,2.198790525557906e-07
2765,3.1785658235691587e-07
2766,1.2092126653861183e-07
2767,4.3755465263731e-07
2768,1.270677986732131e-07
2769,1.1522938919646508e-07
2770,1.354555287170196e-07
2771,4.8299457618929136e-08
2772,1.3262683845047328e-07
2773,1.8341807774634534e-07
2774,4.4524167975056477e-07
2775,1.4893666884386067e-07
2776,1.0988779863582805e-07
2777,6.320558349596177e-08
2778,5.9560484548064e-08
2779,4.32457690038541e-07
2780,1.547184670844475e-07
2781,7.13685222318885e-08
2782,8.388992126089788e-08
2783,4.871558060235051e-07
2784,1.7454401390526397e-08
2785,2.1420833775293615e-07
2786,2.9645349379392737e-07
2787,1.687086219363221e-07
2788,1.0944975480127777e-07
2789,2.727243507005808e-07
2790,3.569711801224853e-07
2791,3.2857296195651485e-07
2792,2.6846701526246958e-08
2793,1.7674417702886134e-07
2794,3.478036044059197e-07
2795,6.406671265462465e-08
2796,1.1701864787297563e-07
2797,1.982102886900946e-07
2798,1.5512623921531194e-07
2799,3.957168193078791e-07
2800,4.90144049789722e-07
2801,1.5475864227366027e-07
2802,5.983162455574684e-08
2803,1.5555283255277295e-07
2804,2.8799442162666126e-07
2805,3.718653634227414e-07
2806,1.5762730901001947e-07
2807,5.277986631971067e-07
2808,4.018559619377848e-08
2809,3.8407504800705586e-07
2810,6.13955537201759e-08
2811,2.8229253273053717e-07
2812,1.73984587231189e-07
2813,1.5302303629364738e-07
2814,1.6757876980709117e-07
2815,2.718567655471874e-07
2816,1.173430114676961e-07
2817,3.947971349685871e-08
2818,1.591755149985959e-07
2819,6.302839156868692e-07
2820,3.8971301844484995e-07
2821,1.4098707146628085e-07
2822,8.81161185275581e-08
2823,6.422810309123446e-07
2824,4.7488196095508443e-07
2825,4.629947665570521e-07
2826,1.1581408146207215e-07
2827,2.861803665963103e-07
2828,1.8167322096182798e-07
2829,3.671222004485704e-07
2830,1.654312918104952e-07
2831,1.0465784015447769e-07
2832,4.265408248097667e-07
2833,3.2672576666663585e-07
2834,8.482229793606742e-08
2835,5.159841034371922e-07
2836,5.367045283519981e-07
2837,1.1979609594020164e-07
2838,3.878503230913771e-07
2839,1.2616814520363256e-07
2840,1.9291760117969657e-07
2841,2.460724589502119e-07
2842,2.2659831686499117e-07
2843,9.402494502390883e-07
2844,8.983344086019947e-08
2845,4.7298722214145713e-07
2846,1.6733559799348233e-07
2847,3.5051698628696774e-07
2848,2.656889786078645e-07
2849,2.1427703343206094e-07
2850,2.8985406283879193e-07
2851,3.933716411435146e-07
2852,3.2870750206373685e-08
2853,2.1022166342739894e-07
2854,2.796793633648006e-07
2855,1.4554457053927282e-07
2856,2.2462729692391856e-07
2857,5.269408156791061e-07
2858,2.8955614025220166e-07
2859,7.997358207078365e-08
2860,4.1730498971181213e-08
2861,1.708126413034451e-07
2862,1.567795872975401e-07
2863,1.213085735467903e-07
2864,4.656816114502549e-07
2865,6.889767502188369e-07
2866,2.7278263860934436e-07
2867,2.847516801586784e-07
2868,3.270756211059447e-07
2869,6.122400558541925e-08
2870,8.444442617546851e-08
2871,1.1049197976951643e-07
2872,7.602223054913657e-08
2873,1.6222913467773586e-07
2874,4.728969700879977e-08
2875,1.530333671921247e-08
2876,3.728530190099789e-07
2877,4.5317831009769794e-07
2878,3.9148428543514125e-07
2879,3.890729171783073e-07
2880,7.902317128074665e-08
2881,3.404866575828652e-08
2882,4.323623536162219e-08
2883,1.0261699120816354e-07
2884,1.5043910027099997e-07
2885,5.661138385896352e-07
2886,8.631655993382682e-08
2887,5.365068641000037e-07
2888,1.4254665354820486e-07
2889,3.5499299470776086e-07
2890,4.476360109637455e-07
2891,2.930678269959522e-07
2892,1.800023553727e-07
2893,2.3206907173990917e-07
2894,3.239963644208811e-07
2895,3.5914240392452265e-07
2896,7.290339529244107e-07
2897,3.3818245278491793e-07
2898,1.0971865587128854e-07
2899,2.327589785424102e-07
2900,3.8270616523531473e-07
2901,2.8508117247576747e-07
2902,2.826579713813695e-07
2903,3.928618865853372e-07
2904,2.625880998396022e-07
2905,3.4870305690293316e-07
2906,1.7963521800785007e-07
2907,3.1575667597676613e-07
2908,2.1515984080078778e-07
2909,1.535651251048907e-07
2910,2.9691500754555073e-08
2911,9.652876295380565e-08
2912,1.0950058535081778e-07
2913,1.0521352308958107e-07
2914,3.306504892538341e-07
2915,1.853038626630076e-07
2916,1.3412770320466032e-07
2917,4.6177219895634177e-07
2918,2.4572850163118786e-07
2919,6.345810605169818e-08
2920,8.580808479504296e-08
2921,6.687951886070134e-07
2922,2.6749247764191117e-07
2923,8.280134612314205e-08
2924,1.4487082369454512e-07
2925,1.686457652931544e-07
2926,1.9677055407927784e-07
2927,1.502331628216188e-07
2928,5.730389629130067e-07
2929,5.109501464102756e-07
2930,6.813793860488352e-08
2931,2.5801442516401907e-07
2932,1.360474600941606e-07
2933,8.652306671012519e-08
2934,1.36190145086585e-07
2935,1.0264565577639822e-07
2936,1.3374676935262264e-07
2937,1.3651254236455544e-07
2938,3.8387398839990884e-07
2939,2.0660774430814849e-07
2940,1.1287286279587401e-07
2941,1.506561087875459e-07
2942,6.010709405724345e-07
2943,2.9805942755474697e-07
2944,4.512991129398828e-07
2945,4.275056207117966e-07
2946,3.0788343144841456e-07
2947,2.4802918987869504e-07
2948,4.267285869349503e-07
2949,2.0739982731569e-07
2950,1.7871333903240232e-07
2951,9.436791149456737e-08
2952,4.002006487825684e-07
2953,7.550335252791145e-08
2954,2.926412755144935e-07
2955,6.167470250924456e-07
2956,4.008163028906637e-07
2957,2.307173717970055e-07
2958,1.7485680448442756e-07
2959,7.839771410680541e-07
2960,2.4555563519227063e-07
2961,1.5616624338189656e-07
2962,2.718423988584016e-07
2963,2.2945805565940208e-07
2964,4.5709484783204907e-07
2965,1.2220887893906823e-07
2966,8.223837656188779e-07
2967,3.9806081336993237e-07
2968,1.6853591145060683e-07
2969,4.518592561100337e-08
2970,2.390600860378011e-08
2971,1.010528235400211e-07
2972,3.221166701364812e-07
2973,2.340723618739523e-07
2974,2.0821502628976023e-07
2975,1.746505583235136e-07
2976,2.606571621413738e-07
2977,9.54387349019756e-08
2978,4.4361578939246813e-07
2979,2.3509806329018962e-07
2980,8.332833345651306e-08
2981,2.586959149405204e-07
2982,1.237994891533572e-07
2983,3.4603559035632393e-07
2984,7.305155323983803e-08
2985,3.6865411679397137e-07
2986,7.571953065965461e-07
2987,1.0352513835151123e-07
2988,7.327780464525744e-08
2989,9.584305397806114e-08
2990,1.730598192117534e-07
2991,1.2050734586737374e-07
2992,1.0351628396606086e-07
2993,1.0708506075127241e-07
2994,8.83351378435996e-08
2995,8.29669477501687e-08
2996,8.270821788337215e-08
2997,6.298700957580279e-08
2998,9.172066105689788e-08
2999,1.4230358090338617e-07
3000,6.755497042265341e-08
3001,1.2972634278372825e-07
3002,1.9913173939266528e-07
3003,1.2000875487961707e-07
3004,6.30990618168246e-08
3005,1.156642659844404e-07
3006,2.598583230006388e-07
3007,1.8857238383770364e-07
3008,1.286879112866418e-07
3009,4.270520948159225e-07
3010,1.252821096380851e-07
3011,7.19080428242129e-07
3012,1.301318204309691e-07
3013,2.9865673943402935e-07
3014,2.684632021786603e-07
3015,4.4398754745416116e-07
3016,3.672362323837688e-07
3017,1.8567941227685403e-07
3018,6.277581987879409e-07
3019,2.674452253255786e-07
3020,1.5622616064097898e-07
3021,1.8829039901625413e-07
3022,1.0088802426232686e-07
3023,6.112829742359912e-07
3024,5.116060702265107e-07
3025,8.254553147696012e-08
3026,4.6543741082463225e-07
3027,3.1509389033957405e-07
3028,1.1755123864581112e-07
3029,3.11426055721474e-07
3030,3.8857334335281426e-07
3031,1.8568624828018925e-07
3032,8.817490836351331e-08
3033,2.98106255626812e-07
3034,1.4804143553567087e-07
3035,8.988102577622706e-08
3036,2.0045402049323006e-07
3037,8.534668545080678e-08
3038,1.5603082470817068e-07
3039,3.7545304288302127e-07
3040,1.9207827638694543e-07
3041,1.8459446867578284e-07
3042,5.034659037519732e-07
3043,4.618401761670182e-08
3044,9.613787643058558e-08
3045,1.3831387920385295e-07
3046,1.3544037616072393e-07
3047,2.5120590005038167e-07
3048,1.5257740294592161e-07
3049,8.007120003056105e-08
3050,2.356514594144116e-08
3051,8.23893133274382e-08
3052,1.4652316155031423e-07
3053,8.618192102637086e-08
3054,1.2465547783688034e-07
3055,1.702670220949184e-07
3056,3.8100848521859443e-07
3057,3.7950598136441774e-07
3058,8.012334866371826e-08
3059,5.46352964035286e-08
3060,1.119071819618911e-07
3061,1.3511490681195332e-07
3062,2.3953663432671115e-07
3063,2.1327482117548301e-07
3064,3.591698414949801e-08
3065,3.018495890562617e-07
3066,1.1476536414879029e-07
3067,2.645691672463895e-07
3068,1.4640021340662353e-07
3069,1.1460396283284204e-07
3070,2.419815576012593e-07
3071,2.146167537444963e-07
3072,6.205752009731079e-08
3073,2.62654369615282e-07
3074,4.111748659348966e-07
3075,1.546478182653511e-07
3076,7.0413247932809e-08
3077,1.857891909821869e-07
3078,3.405221403096609e-08
3079,2.8433487728239863e-07
3080,1.5075569966109966e-07
3081,3.3729615107391913e-07
3082,1.7945914919288468e-07
3083,4.862272473209259e-07
3084,1.1655814354704758e-07
3085,3.474383130995916e-07
3086,1.558752012794321e-07
3087,8.64603337110565e-08
3088,1.3094332985166117e-07
3089,2.5050644550835916e-07
3090,1.767737241547766e-07
3091,4.2859794194964565e-07
3092,1.3419612569886976e-07
3093,3.3878505320608945e-08
3094,9.20296999627163e-08
3095,3.218417451156961e-07
3096,1.0543086015890601e-07
3097,1.8685967763978626e-07
3098,5.930874625067168e-07
