,0
277,1.5091569784924152e-07
278,1.6469087108322314e-07
279,3.761481032285693e-08
280,1.0747903154997407e-07
281,1.300155755532963e-07
282,1.4164796869974688e-07
283,1.858784109667842e-07
284,4.238316520423775e-07
285,1.5433984659077087e-07
286,3.069560914602545e-07
287,2.2896848628703406e-07
288,7.527390894964423e-08
289,1.4192974117005675e-07
290,2.4832666815124545e-07
291,1.3303952098680536e-07
292,1.7473082643686453e-07
293,4.814033786824168e-07
294,2.021804093752215e-08
295,5.657581312602799e-07
296,3.6150282699914184e-08
297,8.878954911186397e-08
298,3.1399433075603356e-07
299,1.3053289678685273e-07
300,2.8189147352275325e-07
301,2.847583906261308e-07
302,1.426880130834757e-07
303,2.0917075404956098e-07
304,2.1917947534241207e-07
305,2.8146445182571893e-07
306,2.9513705940834554e-07
307,5.917223447430084e-07
308,1.9225200010629686e-07
309,1.1409738902856632e-07
310,2.9279771625363624e-07
311,1.8542635209624122e-07
312,1.8125642053571724e-07
313,4.569038004904464e-07
314,9.352344926300356e-08
315,3.5321147975116003e-07
316,2.6836305610959285e-07
317,1.1771941384762264e-07
318,5.864585565131983e-08
319,5.622781083292014e-07
320,1.7680852227294275e-07
321,4.953787229109009e-08
322,1.9172534732677053e-07
323,7.63584546214866e-07
324,1.4959888842679143e-07
325,1.0120927799960105e-07
326,2.403160046144701e-07
327,1.5055476989940068e-07
328,3.325283104918867e-07
329,1.4789991406168716e-07
330,5.781869701013881e-07
331,2.605004960295824e-07
332,3.219829674866245e-07
333,8.853131928123337e-08
334,1.9400577416404913e-07
335,9.181045937596857e-07
336,1.086950589953427e-07
337,1.1942502952566163e-07
338,3.2273969233658414e-07
339,8.117676446523895e-08
340,1.6427640209362352e-07
341,5.844563282933536e-07
342,1.5176296129805146e-07
343,6.175351674255044e-07
344,5.944873444539681e-07
345,2.641757827166948e-07
346,4.434819074911394e-07
347,1.9142918566849505e-07
348,1.8082531486075912e-07
349,1.6579866311408714e-07
350,5.991184829422109e-07
351,1.1710396148976851e-07
352,2.7025860323075973e-07
353,5.628191252181823e-07
354,1.3860124230021075e-07
355,3.3666912978362785e-07
356,3.212766177320628e-07
357,4.826348119782913e-07
358,9.73298458841709e-08
359,2.5329127210158516e-07
360,1.8478533121342147e-07
361,6.968813197407937e-08
362,1.375886593173426e-07
363,4.523089471231033e-07
364,1.2495266607762784e-07
365,3.218496526816879e-08
366,3.5284831074305457e-07
367,1.3423043165846124e-07
368,1.9829158482904865e-07
369,3.160102273334041e-07
370,3.152624289534209e-07
371,1.238952342390644e-07
372,1.240719943527074e-07
373,1.5530857201602649e-07
374,8.896446116343414e-08
375,2.649071953869338e-07
376,3.420733299053121e-07
377,2.0957768548801125e-07
378,4.3393854544770254e-07
379,1.5319987030116918e-07
380,5.874728000393945e-07
381,2.153569285528427e-07
382,4.332718834958294e-07
383,1.6920930115352228e-07
384,1.3299783480707577e-07
385,6.298021528240555e-08
386,4.818568737505214e-07
387,3.7043929060067865e-07
388,6.107526886160057e-08
389,2.0065191077169395e-07
390,1.3978281260839503e-07
391,7.93717334150659e-07
392,2.02628996315719e-07
393,2.9637009959503227e-07
394,1.4022007742286173e-07
395,4.6577595225072035e-08
396,6.894040232638522e-08
397,2.634284980971828e-07
398,2.5865551000618364e-07
399,3.508902814655956e-07
400,1.49145897694383e-07
401,7.5857373812182e-07
402,2.75047412698781e-07
403,1.203187503759071e-07
404,7.844276461973204e-08
405,8.432687789985596e-08
406,1.1328031427773409e-07
407,3.43419159268534e-07
408,2.007368691589063e-07
409,3.612136752385119e-07
410,5.471881919321691e-08
411,6.844135524501181e-08
412,9.92637613594109e-08
413,1.360254066073523e-07
414,3.640551722689569e-07
415,2.2107993706983414e-07
416,2.3146983796944706e-07
417,8.084792405949655e-08
418,4.464265518585088e-07
419,1.4952366150144988e-07
420,2.8675496091654724e-07
421,1.2211928028008573e-07
422,1.5220452347656675e-07
423,3.186677353155252e-07
424,3.1187941796292697e-07
425,9.34381166170703e-08
426,6.584938848729547e-08
427,3.720884029494751e-07
428,3.4882451872178224e-07
429,1.2353793829335323e-07
430,5.542566172819724e-07
431,2.9842433328141875e-07
432,1.5096299411333304e-07
433,4.941517845050864e-07
434,4.113613199226687e-08
435,1.3220418933828477e-07
436,9.208551328692749e-08
437,1.534576196828631e-07
438,2.6310661525095917e-07
439,1.99577522704873e-07
440,1.2007513980617022e-07
441,4.015603586798064e-07
442,3.2198404481030574e-07
443,3.1943740478641987e-07
444,7.657441814416289e-08
445,1.7620207958145381e-07
446,4.6701959443163393e-07
447,4.422178899756038e-07
448,1.743434965055918e-07
449,8.274235672863558e-08
450,5.633930621965784e-07
451,1.1958339721999122e-07
452,8.28196955827185e-08
453,2.95788149115304e-07
454,2.4134287982285765e-07
455,1.5616090907458157e-07
456,1.3901973429928623e-07
457,9.845445236526589e-08
458,4.614305069617221e-07
459,4.901131732382166e-07
460,9.387135537202866e-08
461,4.1855216965752953e-07
462,2.875408902916321e-08
463,8.957321560326552e-08
464,1.8887165412390955e-07
465,2.1370179737656255e-07
466,5.690509285813901e-08
467,2.4324806896906783e-07
468,5.130023379757983e-07
469,2.2164965770585696e-07
470,1.8044134534770668e-07
471,2.393278198068577e-07
472,1.7836525952787798e-07
473,9.439707682542207e-08
474,2.781953121546419e-07
475,5.342011611621516e-07
476,3.4699810096823813e-07
477,2.3115578809354146e-07
478,5.864066912551669e-07
479,1.5542889868832844e-07
480,1.0631898050705741e-07
481,6.632187661964798e-08
482,4.053165056703671e-07
483,1.6234505411477302e-07
484,8.153389681402407e-08
485,2.960051841980614e-07
486,5.228321173566836e-07
487,1.4636488245363058e-07
488,5.273561926945423e-07
489,1.3881911860254533e-07
490,6.224179939391701e-08
491,1.906131151565861e-07
492,1.9393787188892165e-07
493,5.255425142363563e-07
494,2.1571072323813666e-07
495,1.2471158419451623e-07
496,5.589137403073172e-07
497,2.5732611103870333e-07
498,7.569492782008182e-08
499,1.985350188317724e-07
500,2.4122415084100647e-07
501,5.036468385604253e-07
502,1.918862647064588e-07
503,1.8906509092181837e-07
504,7.643732335086943e-08
505,5.13595956520493e-07
506,1.8359174444206016e-07
507,2.971796555696185e-07
508,1.1323135916435389e-07
509,3.638158549888879e-08
510,7.26444784655581e-07
511,3.5210496058204507e-07
512,5.053868181894645e-07
513,8.410832995618494e-08
514,1.7454418237273023e-07
515,2.059985379558878e-07
516,4.613798888064005e-07
517,1.2437381955760923e-07
518,6.009661832630829e-08
519,2.098559756208441e-08
520,3.843220512110267e-07
521,1.4941122222265658e-07
522,1.7088458510093505e-07
523,1.7571046443934775e-07
524,3.0748587438258887e-07
525,6.045059748441642e-07
526,7.623895502650127e-08
527,1.3273490411592088e-07
528,4.835622762455821e-07
529,1.0234245850073275e-07
530,2.8830455801511056e-07
531,8.626447695940513e-08
532,3.300956662251446e-07
533,5.081677988363364e-08
534,3.3217788395238595e-07
535,1.7420797094225188e-07
536,2.3262038130633114e-07
537,2.946415814025562e-07
538,2.4598615442106544e-07
539,3.5456106972666515e-07
540,5.011148347372226e-07
541,2.8863813727192356e-07
542,3.69026808614329e-07
543,7.299637494128571e-08
544,2.628784143174173e-07
545,1.313514028008911e-07
546,1.1493572814522264e-07
547,2.601003557192768e-07
548,4.4545360058959776e-07
549,6.976177597108679e-08
550,4.820571125730726e-07
551,9.013846566778214e-08
552,2.1116220352833528e-07
553,2.1375081187730807e-07
554,2.666844867155413e-07
555,3.468444808459764e-07
556,2.3843263364273587e-07
557,4.037265714625928e-07
558,5.067307039400549e-07
559,5.129204146474724e-07
560,2.575382544834872e-07
561,1.2606126393281653e-07
562,7.41943297731526e-08
563,1.1561947654877412e-07
564,4.104572283542132e-08
565,9.07526452031208e-08
566,3.374121019724901e-07
567,1.5641847505411505e-07
568,3.5503375605049004e-07
569,3.2695804669448974e-07
570,4.6173305006199026e-07
571,1.2651627669434866e-07
572,1.6866882579741552e-07
573,1.0295858215112707e-07
574,3.16207554622096e-07
575,3.0328301772201786e-07
576,7.824096460311617e-08
577,3.562597729781268e-08
578,9.024350566074399e-08
579,4.784918043279228e-07
580,1.804521449842639e-07
581,1.9399671462673205e-07
582,2.3800160539083727e-07
583,1.3156113486423595e-07
584,4.496537258544227e-07
585,3.1201391831466816e-07
586,4.949870219894657e-07
587,1.2909044238291428e-07
588,1.3606832915474972e-07
589,3.373490141858428e-07
590,2.590916105737994e-07
591,8.732410075623178e-08
592,3.7818304065542116e-07
593,2.8571689864286504e-07
594,6.396836482102592e-08
595,1.1091361363524767e-07
596,4.67437185362963e-07
597,8.3363935314543e-08
598,3.729085202203128e-08
599,1.1331277570337185e-07
600,3.4675555512487414e-07
601,1.3835037209680225e-07
602,6.238393453969883e-07
603,7.342917398854221e-08
604,1.1223703612000138e-07
605,5.73730151602971e-08
606,9.827882339725048e-08
607,3.2717363149047445e-07
608,2.847640604069731e-07
609,5.777650587188274e-07
610,3.0015498278726076e-07
611,1.422227578538049e-07
612,2.2548306966433836e-07
613,1.3790386448521178e-07
614,1.4209181020486492e-07
615,1.3700972964976737e-07
616,5.470211209773285e-08
617,3.9230402888361136e-07
618,2.6772404875077134e-07
619,7.425919504275401e-08
620,5.391320549933719e-07
621,6.621605754955149e-08
622,2.2417252284884776e-07
623,1.5043046202951241e-07
624,1.9684196136430689e-07
625,5.152210158949656e-07
626,3.813755406217389e-07
627,1.1719068921323397e-07
628,2.4435000815055155e-07
629,6.359434011477026e-07
630,6.239798304236294e-07
631,2.3156786285930606e-07
632,5.821052645479982e-08
633,1.1708131759191462e-07
634,1.8178110398952793e-07
635,1.8903006105724053e-07
636,3.7535067471346553e-07
637,1.2235275576212443e-07
638,3.5216279989267437e-08
639,1.1918131408883053e-07
640,5.643661097209781e-07
641,1.0858932209918361e-07
642,6.720676244813449e-08
643,4.528766267557623e-07
644,4.3493405971574024e-07
645,5.317942062614626e-07
646,6.665516288333212e-07
647,3.098909248085856e-07
648,5.690760050834439e-07
649,5.864677258901762e-07
650,6.041213740175392e-07
651,2.0311117392414287e-07
652,3.497513338219341e-07
653,3.7250982029269194e-07
654,2.002779752071186e-07
655,1.4022852105158247e-07
656,1.7193318033607083e-07
657,1.9706463006038543e-07
658,2.0119269897419772e-07
659,2.7926746399474135e-07
660,1.4736953348315964e-07
661,5.8229512288554634e-08
662,6.925174070351389e-07
663,2.084264151051546e-07
664,8.524314719369054e-08
665,1.3492885020468772e-07
666,8.702678299191065e-08
667,2.67468310365633e-07
668,6.683635738598185e-08
669,2.4408573854575107e-07
670,1.041302811958242e-07
671,1.2686393979748097e-07
672,6.424774773113993e-08
673,9.699763811567305e-08
674,4.0902743127170546e-07
675,1.9283765270847138e-07
676,6.008912745927265e-08
677,5.820454510745681e-07
678,8.474906466136043e-08
679,1.6674788140233654e-07
680,6.280663843770617e-08
681,7.683748459197643e-08
682,8.191963995224995e-08
683,8.875297264699129e-08
684,1.3796561080605042e-07
685,5.560237002805775e-07
686,3.6819082870018714e-07
687,7.088566403534858e-08
688,1.1358577599569217e-07
689,1.4124995933584277e-07
690,2.1958427868118571e-07
691,7.01903188618989e-08
692,4.609177626933036e-07
693,4.2271766906832785e-07
694,4.202374473862231e-07
695,1.321770839207019e-07
696,1.0032873666178482e-07
697,2.571507774990563e-08
698,3.0704806650708004e-07
699,4.787408349824021e-07
700,1.9580517362344496e-07
701,2.1696822413262e-07
702,1.5680946787090026e-07
703,3.221805058443288e-07
704,2.0362579530547968e-07
705,2.788206298401637e-07
706,3.4098313465447537e-07
707,4.7470701045053206e-07
708,1.8454873930610333e-07
709,1.9745472146084525e-07
710,3.9747056492310694e-07
711,2.0136200653431902e-07
712,1.2040118296585808e-07
713,3.2808555658344873e-07
714,4.73561729084798e-08
715,1.156976333942227e-07
716,1.2326381625518104e-07
717,1.4386391081128105e-07
718,2.9463850033125866e-07
719,4.2667571435660825e-07
720,6.30690718164649e-07
721,7.556337953276703e-08
722,4.449507752791659e-07
723,1.1635740192139181e-07
724,1.795372128753125e-07
725,9.975674009835443e-08
726,2.1571524073210666e-07
727,4.6596339021867817e-07
728,2.0860232015219446e-07
729,3.5807872629492324e-07
730,9.694972043461203e-08
731,7.31572550026559e-08
732,1.1639143793117092e-07
733,2.301033253615136e-07
734,1.25226237590803e-07
735,1.9727879343123365e-07
736,6.794333417659261e-07
737,4.270909721809279e-07
738,1.2284195278395625e-07
739,3.829475263106377e-07
740,3.6636288393480825e-07
741,4.299727672180975e-08
742,7.549594962358971e-07
743,3.788326108228583e-07
744,4.1912672181247833e-07
745,3.7226945855789e-07
746,1.586619012693279e-07
747,4.431330855700847e-08
748,2.6429272349844895e-07
749,1.3686422592694523e-07
750,6.27729197028885e-08
751,4.8563616874320015e-08
752,5.068881556398945e-07
753,4.3894630945737423e-07
754,1.2157796320848718e-07
755,3.6004492300324274e-08
756,2.739871682099284e-07
757,4.604279864957896e-08
758,3.123737303847091e-08
759,6.983370267137689e-08
760,2.4983683971943187e-07
761,1.0604338893357671e-07
762,2.903049777257515e-07
763,8.53468396213985e-08
764,6.272457606996565e-08
765,1.5252850005001416e-07
766,2.85658355514716e-07
767,1.59378090348547e-07
768,2.374010331123932e-07
769,1.0980636429527874e-07
770,5.331022789719061e-07
771,6.071119431515327e-08
772,3.007710467110446e-07
773,1.4799197306584037e-07
774,2.880312315612986e-07
775,8.810464634438523e-08
776,8.399733601327353e-08
777,1.2424675354003257e-07
778,3.3355110642213746e-07
779,4.609703377259133e-08
780,1.8283870039392327e-07
781,1.8554266808463585e-07
782,2.793179377439286e-07
783,3.4048667371990543e-07
784,2.9891786231226114e-07
785,5.087897671809698e-07
786,1.5256218558240765e-07
787,4.834332836663552e-07
788,2.3116939601193216e-07
789,5.299986643864993e-07
790,1.7380558691990464e-07
791,5.027873952784968e-07
792,1.239569664527629e-07
793,2.6193929437207966e-07
794,2.013354555211514e-07
795,2.3441671858199105e-07
796,5.841451339152561e-08
797,7.936484858100342e-08
798,1.007666429588706e-07
799,1.0861694152106775e-07
800,1.0041207344950422e-07
801,1.0138231947540401e-07
802,2.5406853364180504e-07
803,1.8930142106056238e-07
804,1.9188455643790392e-07
805,2.1038110948427564e-07
806,1.7888441464300036e-07
807,1.9964262709514264e-07
808,2.0560020285028283e-07
809,6.468687639353372e-08
810,6.468861523577678e-08
811,1.1615075177780552e-07
812,1.8814211419774763e-07
813,3.481953802472454e-08
814,5.66816905134788e-08
815,4.0535151337729743e-07
816,8.287699477895957e-08
817,3.978177442287917e-07
818,5.943652466085578e-07
819,5.120106523993123e-07
820,4.73017607299581e-07
821,3.4262865075932773e-07
822,6.943172111530993e-07
823,2.3409781796653324e-07
824,3.1024034926871316e-07
825,2.6778635307863155e-07
826,3.829433387909987e-07
827,3.74769054469409e-08
828,1.0338275444368727e-07
829,2.0535110639446198e-07
830,2.61471502002918e-07
831,2.4953778230653116e-07
832,1.5476147881197931e-07
833,1.0276147263021468e-07
834,1.6342528845950707e-07
835,1.5313770691759981e-07
836,5.1550297288111355e-08
837,2.897095477053673e-07
838,1.3715444479564924e-07
839,6.208733278819585e-08
840,1.9378493364354205e-07
841,2.59143106886711e-07
842,1.7537878981999695e-07
843,2.743787620204899e-07
844,5.951446611489073e-07
845,3.6552779821017074e-08
846,1.8985814154256128e-07
847,1.701975548616001e-07
848,4.2932300553195266e-08
849,3.307840680921901e-07
850,1.2368914256910953e-07
851,9.260723893583029e-08
852,6.736714927732267e-08
853,3.135409449471002e-07
854,1.3942288288831854e-07
855,3.851034219350949e-07
856,1.4056130597440008e-07
857,6.215519650569943e-07
858,2.490184594763014e-07
859,1.65008621895185e-07
860,3.725315204879057e-07
861,6.189640362361378e-07
862,3.0353634627869264e-07
863,1.5459561318352495e-07
864,7.394451931061042e-07
865,1.815727990741121e-07
866,1.6073852695224367e-07
867,1.6989948199550306e-07
868,5.4845791560475854e-08
869,4.455106024034185e-07
870,1.1039947635694002e-07
871,3.1668627385773573e-07
872,2.0615383427519308e-07
873,1.1548159315568726e-07
874,2.228962335372923e-07
875,9.98166156689984e-08
876,5.682879885012095e-07
877,3.9549010970479894e-07
878,4.842111109947548e-08
879,1.0431631396565986e-07
880,7.378141622235973e-08
881,5.036609155165846e-07
882,3.7224993475675696e-07
883,3.5874293602221e-07
884,1.1947433426617631e-07
885,2.746504526586049e-07
886,1.2891622838547527e-07
887,3.877011155558343e-07
888,9.944210171586322e-08
889,4.1702087466159605e-07
890,8.435344822039229e-07
891,2.3607696606583515e-07
892,6.904082681756194e-08
893,1.877210980519794e-07
894,1.660997850431517e-07
895,4.99700397219799e-07
896,1.3354646307126086e-07
897,2.2422749328051916e-07
898,1.1597823248714755e-07
899,1.6309493925491362e-07
900,9.91131326945438e-08
901,2.4619067823043445e-07
902,2.104565142523844e-07
903,2.58981338631801e-07
904,3.814889089944341e-07
905,4.7152537681266395e-07
906,2.4447539686645007e-07
907,2.4019682629704304e-07
908,2.0418047163854572e-07
909,4.772076646769711e-07
910,1.1746159878634274e-07
911,2.205099185335817e-07
912,2.039008304420523e-07
913,3.6876956061852387e-07
914,2.2162020644824925e-07
915,5.262583406466634e-07
916,2.0510917569540676e-07
917,5.524261677993658e-08
918,4.773158282816766e-08
919,7.19052662577255e-08
920,6.397442357627378e-07
921,4.6196214126924493e-08
922,2.3204849465774277e-07
923,4.5308544094822873e-07
924,4.930526969649101e-07
925,5.405932758958364e-07
926,1.9058673850321398e-07
927,5.267713765693698e-08
928,7.264045688071391e-08
929,1.2771510185713678e-07
930,1.5718880069432832e-07
931,5.779577847985164e-07
932,1.2018027774513516e-07
933,9.031546622455212e-08
934,2.0183130816167943e-07
935,5.789937726555221e-07
936,1.7873401031761877e-07
937,1.1220154254136208e-07
938,4.7640955205824265e-07
939,7.055965174204625e-08
940,2.0298627120508557e-07
941,5.629117608579938e-07
942,1.7170218221959597e-07
943,1.0814439729872526e-07
944,1.376571144530566e-07
945,1.7606574061032945e-07
946,3.4000497390981896e-07
947,2.0836316436478563e-07
948,1.621960913177353e-07
949,4.343082355653216e-07
950,3.9585845025787996e-07
951,2.0390449369317797e-07
952,1.1872452777796395e-07
953,1.7636052704603156e-07
954,5.593105271691554e-07
955,2.3417566767982698e-07
956,1.266008374328891e-07
957,1.7253239811353612e-07
958,3.016157441967339e-07
959,2.2230019940032678e-07
960,1.517482187555502e-07
961,9.760698954387032e-08
962,8.461969426980985e-07
963,1.879727752502268e-07
964,4.5211777911111016e-08
965,1.6581180943181194e-07
966,3.544487349272654e-07
967,1.7442971495049869e-07
968,1.3937134454379143e-07
969,4.923081237176031e-07
970,2.0830684082321606e-07
971,4.5290329282185173e-07
972,3.10022650418737e-07
973,1.2498304830843653e-07
974,1.0071573932773426e-07
975,1.4798144565040251e-07
976,8.061830274434325e-08
977,6.979969833203246e-08
978,2.7067101293688694e-07
979,5.021650648864487e-07
980,1.5230470619308013e-07
981,5.6860201350990795e-08
982,1.7266461154002777e-07
983,2.3986955529264307e-07
984,2.5642903536897493e-07
985,7.1686013612135e-08
986,1.517920430476059e-07
987,4.1487323263197497e-07
988,2.5325352124728035e-07
989,1.2026162806708786e-07
990,4.798861422412173e-07
991,6.642960046326448e-07
992,1.2187612842193095e-07
993,2.333620704254904e-07
994,1.288398632976963e-07
995,1.2146482950974022e-07
996,1.2247626963388742e-07
997,4.490181238317009e-08
998,1.8655968596627363e-07
999,1.9569349695658856e-07
1000,1.8171530126889303e-07
1001,2.627358936764535e-07
1002,4.4509286164130333e-07
1003,1.4952692965221642e-07
1004,1.9498877503036455e-07
1005,4.201409020226496e-07
1006,9.620230532995233e-07
1007,4.411251401817654e-07
1008,1.8637960367422072e-07
1009,3.506015545648035e-07
1010,4.0023217894841786e-07
1011,7.180031633570546e-08
1012,2.1945770434206887e-07
1013,1.534358474965165e-07
1014,3.2865400170687793e-07
1015,5.352845680997773e-07
1016,3.0663040533624754e-07
1017,5.504194932990515e-08
1018,1.0377557470178358e-07
1019,3.858692519896432e-07
1020,9.170987718752343e-08
1021,7.345284529593474e-08
1022,2.667054290989856e-07
1023,5.491357297048828e-08
1024,1.7397729446858287e-07
1025,2.3949850226669575e-08
1026,3.2827440811945707e-07
1027,6.064124704770704e-07
1028,3.523499686656795e-07
1029,3.253919416532017e-07
1030,1.1321791840884095e-07
1031,1.7336700625837945e-07
1032,1.8024846387232858e-07
1033,4.797440243063186e-08
1034,3.298411879498612e-07
