,trajectory,DG,next step rate,step name
0,..........+..........,0.0,3.134882e+06,off_nucleation-8
1,........(.+...)......,-0.4881872600222883,2.095948e+08,off_nucleation-106
2,..........+..........,0.0,2.507905e+06,on_nucleation-10
3,(.........+.........),-0.23568040849883176,3.205307e+08,on_nucleation-113
4,..........+..........,0.0,3.134882e+06,off_nucleation-8
5,........(.+...)......,-0.4881872600222883,2.095948e+08,off_nucleation-106
6,..........+..........,0.0,2.507905e+06,on_nucleation-10
7,(.........+.........),-0.23568040849883176,3.205307e+08,on_nucleation-113
8,..........+..........,0.0,3.134882e+06,off_nucleation-8
9,........(.+...)......,-0.4881872600222883,2.095948e+08,off_nucleation-106
10,..........+..........,0.0,3.134882e+06,off_nucleation-2
11,.....(....+..).......,-0.23568040849883176,3.205307e+08,off_nucleation-51
12,..........+..........,0.0,3.134882e+06,off_nucleation-7
13,.......(..+....).....,-0.23568040849883176,3.205307e+08,off_nucleation-96
14,..........+..........,0.0,3.134882e+06,off_nucleation-1
15,....(.....+...)......,-0.4881872600222883,2.095948e+08,off_nucleation-37
16,..........+..........,0.0,2.507905e+06,on_nucleation-18
17,........(.+.)........,-0.4881872600222883,2.095948e+08,on_nucleation-294
18,..........+..........,0.0,3.134882e+06,off_nucleation-2
19,.....(....+..).......,-0.23568040849883176,3.205307e+08,off_nucleation-51
20,..........+..........,0.0,2.507905e+06,on_nucleation-19
21,.........(+).........,-0.23568040849883176,3.205307e+08,on_nucleation-299
22,..........+..........,0.0,3.134882e+06,off_nucleation-7
23,.......(..+....).....,-0.23568040849883176,3.205307e+08,off_nucleation-96
24,..........+..........,0.0,3.134882e+06,off_nucleation-7
25,.......(..+....).....,-0.23568040849883176,3.205307e+08,off_nucleation-96
26,..........+..........,0.0,2.507905e+06,on_nucleation-12
27,..(.......+.......)..,-0.23568040849883176,3.205307e+08,on_nucleation-174
28,..........+..........,0.0,3.134882e+06,off_nucleation-5
29,..(.......+.........),-0.23568040849883176,3.205307e+08,off_nucleation-68
30,..........+..........,0.0,2.507905e+06,on_nucleation-15
31,.....(....+....).....,-0.23568040849883176,3.205307e+08,on_nucleation-252
32,..........+..........,0.0,3.134882e+06,off_nucleation-6
33,......(...+.....)....,-0.4881872600222883,2.095948e+08,off_nucleation-82
34,..........+..........,0.0,3.134882e+06,off_nucleation-1
35,....(.....+...)......,-0.4881872600222883,2.095948e+08,off_nucleation-37
36,..........+..........,0.0,3.134882e+06,off_nucleation-7
37,.......(..+....).....,-0.23568040849883176,3.205307e+08,off_nucleation-96
38,..........+..........,0.0,3.134882e+06,off_nucleation-1
39,....(.....+...)......,-0.4881872600222883,2.095948e+08,off_nucleation-37
40,..........+..........,0.0,3.134882e+06,off_nucleation-8
41,........(.+...)......,-0.4881872600222883,2.095948e+08,off_nucleation-106
42,..........+..........,0.0,3.134882e+06,off_nucleation-9
43,.........(+..).......,-0.23568040849883176,3.205307e+08,off_nucleation-111
44,..........+..........,0.0,3.134882e+06,off_nucleation-3
45,......(...+.)........,-0.4881872600222883,2.095948e+08,off_nucleation-61
46,..........+..........,0.0,3.134882e+06,off_nucleation-9
47,.........(+..).......,-0.23568040849883176,3.205307e+08,off_nucleation-111
48,..........+..........,0.0,3.134882e+06,off_nucleation-7
49,.......(..+....).....,-0.23568040849883176,3.205307e+08,off_nucleation-96
50,..........+..........,0.0,3.134882e+06,off_nucleation-0
51,(.........+.......)..,-0.23568040849883176,3.205307e+08,off_nucleation-23
52,..........+..........,0.0,2.507905e+06,on_nucleation-16
53,......(...+...)......,-0.4881872600222883,2.095948e+08,on_nucleation-270
54,..........+..........,0.0,2.507905e+06,on_nucleation-18
55,........(.+.)........,-0.4881872600222883,2.095948e+08,on_nucleation-294
56,..........+..........,0.0,3.134882e+06,off_nucleation-8
57,........(.+...)......,-0.4881872600222883,2.095948e+08,off_nucleation-106
58,..........+..........,0.0,3.134882e+06,off_nucleation-7
59,.......(..+....).....,-0.23568040849883176,3.205307e+08,off_nucleation-96
60,..........+..........,0.0,3.134882e+06,off_nucleation-6
61,......(...+.....)....,-0.4881872600222883,2.095948e+08,off_nucleation-82
62,..........+..........,0.0,2.507905e+06,on_nucleation-12
63,..(.......+.......)..,-0.23568040849883176,3.205307e+08,on_nucleation-174
64,..........+..........,0.0,3.134882e+06,off_nucleation-5
65,..(.......+.........),-0.23568040849883176,3.205307e+08,off_nucleation-68
66,..........+..........,0.0,3.134882e+06,off_nucleation-2
67,.....(....+..).......,-0.23568040849883176,3.205307e+08,off_nucleation-51
68,..........+..........,0.0,3.134882e+06,off_nucleation-9
69,.........(+..).......,-0.23568040849883176,3.205307e+08,off_nucleation-111
70,..........+..........,0.0,3.134882e+06,off_nucleation-6
71,......(...+.....)....,-0.4881872600222883,2.095948e+08,off_nucleation-82
72,..........+..........,0.0,2.507905e+06,on_nucleation-18
73,........(.+.)........,-0.4881872600222883,2.095948e+08,on_nucleation-294
74,..........+..........,0.0,2.507905e+06,on_nucleation-11
75,.(........+........).,-0.23568040849883176,3.205307e+08,on_nucleation-140
76,..........+..........,0.0,3.134882e+06,off_nucleation-3
77,......(...+.)........,-0.4881872600222883,2.095948e+08,off_nucleation-61
78,..........+..........,0.0,3.134882e+06,off_nucleation-7
79,.......(..+....).....,-0.23568040849883176,3.205307e+08,off_nucleation-96
80,..........+..........,0.0,3.134882e+06,off_nucleation-5
81,..(.......+.........),-0.23568040849883176,3.205307e+08,off_nucleation-68
82,..........+..........,0.0,2.507905e+06,on_nucleation-16
