,trajectory,DG,next step rate,step name
0,..........+..........,0.0,2.507905e+06,on_nucleation-13
1,...(......+......)...,-0.4881872600222883,2.095948e+08,on_nucleation-204
2,..........+..........,0.0,3.134882e+06,off_nucleation-8
3,........(.+...)......,-0.4881872600222883,2.095948e+08,off_nucleation-106
4,..........+..........,0.0,3.134882e+06,off_nucleation-9
5,.........(+..).......,-0.23568040849883176,3.205307e+08,off_nucleation-111
6,..........+..........,0.0,3.134882e+06,off_nucleation-8
7,........(.+...)......,-0.4881872600222883,2.095948e+08,off_nucleation-106
8,..........+..........,0.0,3.134882e+06,off_nucleation-1
9,....(.....+...)......,-0.4881872600222883,2.095948e+08,off_nucleation-37
10,..........+..........,0.0,3.134882e+06,off_nucleation-0
11,(.........+.......)..,-0.23568040849883176,3.205307e+08,off_nucleation-23
12,..........+..........,0.0,2.507905e+06,on_nucleation-14
13,....(.....+.....)....,-0.4881872600222883,2.095948e+08,on_nucleation-230
14,..........+..........,0.0,3.134882e+06,off_nucleation-8
15,........(.+...)......,-0.4881872600222883,2.095948e+08,off_nucleation-106
16,..........+..........,0.0,3.134882e+06,off_nucleation-4
17,.......(..+).........,-0.23568040849883176,3.205307e+08,off_nucleation-66
18,..........+..........,0.0,3.134882e+06,off_nucleation-8
19,........(.+...)......,-0.4881872600222883,2.095948e+08,off_nucleation-106
20,..........+..........,0.0,2.507905e+06,on_nucleation-10
21,(.........+.........),-0.23568040849883176,3.205307e+08,on_nucleation-113
22,..........+..........,0.0,2.507905e+06,on_nucleation-12
23,..(.......+.......)..,-0.23568040849883176,3.205307e+08,on_nucleation-174
24,..........+..........,0.0,2.507905e+06,on_nucleation-19
25,.........(+).........,-0.23568040849883176,3.205307e+08,on_nucleation-299
26,..........+..........,0.0,3.134882e+06,off_nucleation-1
27,....(.....+...)......,-0.4881872600222883,2.095948e+08,off_nucleation-37
28,..........+..........,0.0,3.134882e+06,off_nucleation-6
29,......(...+.....)....,-0.4881872600222883,2.095948e+08,off_nucleation-82
30,..........+..........,0.0,2.507905e+06,on_nucleation-12
31,..(.......+.......)..,-0.23568040849883176,3.205307e+08,on_nucleation-174
32,..........+..........,0.0,3.134882e+06,off_nucleation-0
33,(.........+.......)..,-0.23568040849883176,3.205307e+08,off_nucleation-23
34,..........+..........,0.0,3.134882e+06,off_nucleation-7
35,.......(..+....).....,-0.23568040849883176,3.205307e+08,off_nucleation-96
36,..........+..........,0.0,3.134882e+06,off_nucleation-4
37,.......(..+).........,-0.23568040849883176,3.205307e+08,off_nucleation-66
38,..........+..........,0.0,2.507905e+06,on_nucleation-12
39,..(.......+.......)..,-0.23568040849883176,3.205307e+08,on_nucleation-174
40,..........+..........,0.0,3.134882e+06,off_nucleation-8
41,........(.+...)......,-0.4881872600222883,2.095948e+08,off_nucleation-106
42,..........+..........,0.0,3.134882e+06,off_nucleation-2
43,.....(....+..).......,-0.23568040849883176,3.205307e+08,off_nucleation-51
44,..........+..........,0.0,2.507905e+06,on_nucleation-14
45,....(.....+.....)....,-0.4881872600222883,2.095948e+08,on_nucleation-230
46,..........+..........,0.0,2.507905e+06,on_nucleation-15
47,.....(....+....).....,-0.23568040849883176,3.205307e+08,on_nucleation-252
48,..........+..........,0.0,3.134882e+06,off_nucleation-1
49,....(.....+...)......,-0.4881872600222883,2.095948e+08,off_nucleation-37
50,..........+..........,0.0,3.134882e+06,off_nucleation-1
51,....(.....+...)......,-0.4881872600222883,2.095948e+08,off_nucleation-37
52,..........+..........,0.0,3.134882e+06,off_nucleation-3
53,......(...+.)........,-0.4881872600222883,2.095948e+08,off_nucleation-61
54,..........+..........,0.0,3.134882e+06,off_nucleation-6
55,......(...+.....)....,-0.4881872600222883,2.095948e+08,off_nucleation-82
