,trajectory,DG,next step rate,step name
0,..........+..........,0.0,2.499522e+06,on_nucleation-8
1,(.........+.........),-0.4860420673588002,2.000000e+07,zipping-82
2,((........+........)),-2.564378356251272,2.000000e+07,zipping-85
3,(((.......+.......))),-4.153964040597557,2.000000e+07,zipping-88
4,((((......+......)))),-5.420931636921916,2.000000e+07,zipping-91
5,(((((.....+.....))))),-6.687899233246275,2.356356e+06,zipping-93
6,((((......+......)))),-5.420931636921916,2.000000e+07,zipping-91
7,(((((.....+.....))))),-6.687899233246275,2.000000e+07,zipping-94
8,((((((....+....)))))),-7.954866829570635,2.000000e+07,zipping-97
9,(((((((...+...))))))),-9.797341438630768,2.000000e+07,zipping-100
10,((((((((..+..)))))))),-11.875677727523241,2.000000e+07,zipping-103
11,(((((((((.+.))))))))),-13.465263411869525,2.000000e+07,zipping-106
12,((((((((((+)))))))))),-14.732231008193885,5.990214e+05,zipping-21
13,.(((((((((+))))))))).,-12.653894719301412,2.000000e+07,zipping-140
14,((((((((((+)))))))))),-14.732231008193885,2.356356e+06,zipping-20
15,(((((((((.+.))))))))),-13.465263411869525,2.000000e+07,zipping-106
16,((((((((((+)))))))))),-14.732231008193885,2.356356e+06,zipping-20
17,(((((((((.+.))))))))),-13.465263411869525,1.366897e+06,zipping-105
18,((((((((..+..)))))))),-11.875677727523241,5.990214e+05,zipping-104
19,.(((((((..+..))))))).,-9.797341438630768,2.000000e+07,zipping-132
20,((((((((..+..)))))))),-11.875677727523241,2.000000e+07,zipping-103
21,(((((((((.+.))))))))),-13.465263411869525,2.000000e+07,zipping-106
22,((((((((((+)))))))))),-14.732231008193885,2.356356e+06,zipping-20
23,(((((((((.+.))))))))),-13.465263411869525,2.000000e+07,zipping-106
24,((((((((((+)))))))))),-14.732231008193885,2.356356e+06,zipping-20
25,(((((((((.+.))))))))),-13.465263411869525,2.000000e+07,zipping-106
26,((((((((((+)))))))))),-14.732231008193885,2.356356e+06,zipping-20
27,(((((((((.+.))))))))),-13.465263411869525,2.000000e+07,zipping-106
28,((((((((((+)))))))))),-14.732231008193885,2.356356e+06,zipping-20
29,(((((((((.+.))))))))),-13.465263411869525,2.000000e+07,zipping-106
30,((((((((((+)))))))))),-14.732231008193885,2.356356e+06,zipping-20
31,(((((((((.+.))))))))),-13.465263411869525,2.000000e+07,zipping-106
32,((((((((((+)))))))))),-14.732231008193885,2.356356e+06,zipping-20
33,(((((((((.+.))))))))),-13.465263411869525,2.000000e+07,zipping-106
34,((((((((((+)))))))))),-14.732231008193885,2.356356e+06,zipping-20
35,(((((((((.+.))))))))),-13.465263411869525,2.000000e+07,zipping-106
36,((((((((((+)))))))))),-14.732231008193885,2.356356e+06,zipping-20
37,(((((((((.+.))))))))),-13.465263411869525,2.000000e+07,zipping-106
38,((((((((((+)))))))))),-14.732231008193885,2.356356e+06,zipping-20
39,(((((((((.+.))))))))),-13.465263411869525,2.000000e+07,zipping-106
40,((((((((((+)))))))))),-14.732231008193885,2.356356e+06,zipping-20
41,(((((((((.+.))))))))),-13.465263411869525,1.366897e+06,zipping-105
42,((((((((..+..)))))))),-11.875677727523241,2.000000e+07,zipping-103
43,(((((((((.+.))))))))),-13.465263411869525,2.000000e+07,zipping-106
44,((((((((((+)))))))))),-14.732231008193885,5.990214e+05,zipping-21
45,.(((((((((+))))))))).,-12.653894719301412,2.000000e+07,zipping-140
46,((((((((((+)))))))))),-14.732231008193885,2.356356e+06,zipping-20
47,(((((((((.+.))))))))),-13.465263411869525,2.000000e+07,zipping-106
48,((((((((((+)))))))))),-14.732231008193885,2.356356e+06,zipping-20
49,(((((((((.+.))))))))),-13.465263411869525,2.000000e+07,zipping-106
50,((((((((((+)))))))))),-14.732231008193885,2.356356e+06,zipping-20
51,(((((((((.+.))))))))),-13.465263411869525,2.000000e+07,zipping-106
52,((((((((((+)))))))))),-14.732231008193885,2.356356e+06,zipping-20
53,(((((((((.+.))))))))),-13.465263411869525,2.000000e+07,zipping-106
54,((((((((((+)))))))))),-14.732231008193885,2.356356e+06,zipping-20
55,(((((((((.+.))))))))),-13.465263411869525,2.000000e+07,zipping-106
56,((((((((((+)))))))))),-14.732231008193885,2.356356e+06,zipping-20
57,(((((((((.+.))))))))),-13.465263411869525,2.000000e+07,zipping-106
58,((((((((((+)))))))))),-14.732231008193885,2.356356e+06,zipping-20
59,(((((((((.+.))))))))),-13.465263411869525,2.000000e+07,zipping-106
60,((((((((((+)))))))))),-14.732231008193885,2.356356e+06,zipping-20
61,(((((((((.+.))))))))),-13.465263411869525,2.000000e+07,zipping-106
62,((((((((((+)))))))))),-14.732231008193885,5.990214e+05,zipping-21
63,.(((((((((+))))))))).,-12.653894719301412,2.000000e+07,zipping-140
64,((((((((((+)))))))))),-14.732231008193885,5.990214e+05,zipping-21
65,.(((((((((+))))))))).,-12.653894719301412,2.000000e+07,zipping-140
66,((((((((((+)))))))))),-14.732231008193885,2.356356e+06,zipping-20
67,(((((((((.+.))))))))),-13.465263411869525,2.000000e+07,zipping-106
68,((((((((((+)))))))))),-14.732231008193885,2.356356e+06,zipping-20
69,(((((((((.+.))))))))),-13.465263411869525,2.000000e+07,zipping-106
70,((((((((((+)))))))))),,,
