,trajectory,next step rate,step name
0,..........+..........,6.784416e+07,f_nucleation5
1,.((((.....+.....)))).,2.000000e+09,f_zipping_13
2,((((((....+....)))))),2.000000e+09,f_zipping_20
3,(((((((...+...))))))),2.000000e+09,f_zipping_21
4,((((((((..+..)))))))),2.000000e+09,f_zipping_23
5,.((((((...+...)))))).,3.801323e+08,b_zipping_23
6,((((((((..+..)))))))),2.000000e+09,f_zipping_23
7,.((((((...+...)))))).,3.801323e+08,b_zipping_23
8,((((((((..+..)))))))),2.000000e+09,f_zipping_22
9,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
10,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
11,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
12,((((((((((+)))))))))),4.238299e+08,b_zipping-end_30
13,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
14,((((((((((+)))))))))),4.238299e+08,b_zipping-end_30
15,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
16,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
17,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
18,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
19,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
20,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
21,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
22,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
23,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
24,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
25,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
26,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
27,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
28,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
29,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
30,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
31,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
32,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
33,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
34,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
35,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
36,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
37,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
38,((((((((((+)))))))))),4.238299e+08,b_zipping-end_30
39,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
40,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
41,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
42,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
43,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
44,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
45,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
46,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
47,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
48,((((((((((+)))))))))),4.238299e+08,b_zipping-end_30
49,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
50,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
51,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
52,((((((((((+)))))))))),4.238299e+08,b_zipping-end_30
53,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
54,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
55,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
56,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
57,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
58,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
59,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
60,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
61,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
62,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
63,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
64,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
65,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
66,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
67,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
68,((((((((((+)))))))))),4.238299e+08,b_zipping-end_30
69,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
70,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
71,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
72,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
73,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
