,trajectory,next step rate,step name
0,..........+..........,6.784416e+07,f_nucleation4
1,.....((((.+.)))).....,2.000000e+09,f_zipping_17
2,....((((((+))))))....,2.000000e+09,f_zipping_31
3,...(((((((+)))))))...,5.595274e+07,b_zipping_31
4,....((((((+))))))....,2.000000e+09,f_zipping_31
5,...(((((((+)))))))...,5.595274e+07,b_zipping_31
6,....((((((+))))))....,2.000000e+09,f_zipping_31
7,...(((((((+)))))))...,5.595274e+07,b_zipping_31
8,....((((((+))))))....,2.000000e+09,f_zipping_32
9,.....(((((+))))).....,1.199880e+08,b_zipping_18
10,......((((+))))......,2.000000e+09,f_zipping_18
11,.....(((((+))))).....,1.199880e+08,b_zipping_18
12,......((((+))))......,2.000000e+09,f_zipping_18
13,.....(((((+))))).....,1.199880e+08,b_zipping_18
14,......((((+))))......,2.000000e+09,f_zipping_18
15,.....(((((+))))).....,1.199880e+08,b_zipping_18
16,......((((+))))......,2.000000e+09,f_zipping_18
17,.....(((((+))))).....,1.199880e+08,b_zipping_18
18,......((((+))))......,2.000000e+09,f_zipping_18
19,.....(((((+))))).....,1.199880e+08,b_zipping_18
20,......((((+))))......,2.000000e+09,f_zipping_18
21,.....(((((+))))).....,1.199880e+08,b_zipping_18
22,......((((+))))......,2.000000e+09,f_zipping_18
23,.....(((((+))))).....,1.199880e+08,b_zipping_18
24,......((((+))))......,2.000000e+09,f_zipping_18
25,.....(((((+))))).....,1.199880e+08,b_zipping_18
26,......((((+))))......,2.000000e+09,f_zipping_18
27,.....(((((+))))).....,1.199880e+08,b_zipping_18
28,......((((+))))......,2.000000e+09,f_zipping_18
29,.....(((((+))))).....,1.199880e+08,b_zipping_18
30,......((((+))))......,2.000000e+09,f_zipping_18
31,.....(((((+))))).....,1.199880e+08,b_zipping_18
32,......((((+))))......,2.000000e+09,f_zipping_18
33,.....(((((+))))).....,1.199880e+08,b_zipping_18
34,......((((+))))......,2.000000e+09,f_zipping_18
35,.....(((((+))))).....,1.199880e+08,b_zipping_18
36,......((((+))))......,2.000000e+09,f_zipping_18
37,.....(((((+))))).....,1.199880e+08,b_zipping_18
38,......((((+))))......,2.000000e+09,f_zipping_18
39,.....(((((+))))).....,5.595274e+07,b_zipping_32
40,....((((((+))))))....,2.000000e+09,f_zipping_32
41,.....(((((+))))).....,5.595274e+07,b_zipping_32
42,....((((((+))))))....,2.000000e+09,f_zipping_31
43,...(((((((+)))))))...,4.175274e+07,b_zipping_29
44,..((((((((+))))))))..,2.000000e+09,f_zipping_28
45,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
46,((((((((((+)))))))))),2.119375e+08,b_zipping-end_30
47,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
48,((((((((((+)))))))))),2.119375e+08,b_zipping-end_30
49,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
50,((((((((((+)))))))))),2.765960e+08,b_zipping-end_24
51,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
52,((((((((((+)))))))))),2.765960e+08,b_zipping-end_24
53,(((((((((.+.))))))))),2.027511e+08,b_zipping_22
54,((((((((..+..)))))))),2.000000e+09,f_zipping_23
55,.((((((...+...)))))).,2.556144e+06,b_zipping_23
56,((((((((..+..)))))))),2.000000e+09,f_zipping_23
57,.((((((...+...)))))).,2.556144e+06,b_zipping_23
58,((((((((..+..)))))))),2.000000e+09,f_zipping_23
59,.((((((...+...)))))).,2.556144e+06,b_zipping_23
60,((((((((..+..)))))))),2.000000e+09,f_zipping_23
61,.((((((...+...)))))).,2.556144e+06,b_zipping_23
62,((((((((..+..)))))))),2.000000e+09,f_zipping_23
63,.((((((...+...)))))).,2.556144e+06,b_zipping_23
64,((((((((..+..)))))))),2.000000e+09,f_zipping_22
65,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
66,((((((((((+)))))))))),2.119375e+08,b_zipping-end_30
67,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
68,((((((((((+)))))))))),2.765960e+08,b_zipping-end_24
69,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
70,((((((((((+)))))))))),2.119375e+08,b_zipping-end_30
71,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
72,((((((((((+)))))))))),1.234364e+08,b_zipping-end_26
73,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
74,((((((((((+)))))))))),2.765960e+08,b_zipping-end_24
75,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
76,((((((((((+)))))))))),1.234364e+08,b_zipping-end_26
77,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
78,((((((((((+)))))))))),1.234364e+08,b_zipping-end_26
79,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
80,((((((((((+)))))))))),2.119375e+08,b_zipping-end_30
81,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
82,((((((((((+)))))))))),2.765960e+08,b_zipping-end_24
83,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
84,((((((((((+)))))))))),2.765960e+08,b_zipping-end_24
85,(((((((((.+.))))))))),2.027511e+08,b_zipping_22
86,((((((((..+..)))))))),2.000000e+09,f_zipping_23
87,.((((((...+...)))))).,2.556144e+06,b_zipping_23
88,((((((((..+..)))))))),2.000000e+09,f_zipping_22
89,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
90,((((((((((+)))))))))),2.765960e+08,b_zipping-end_24
91,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
92,((((((((((+)))))))))),1.234364e+08,b_zipping-end_26
93,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
94,((((((((((+)))))))))),2.119375e+08,b_zipping-end_30
95,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
96,((((((((((+)))))))))),2.765960e+08,b_zipping-end_24
97,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
98,((((((((((+)))))))))),2.765960e+08,b_zipping-end_24
99,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
100,((((((((((+)))))))))),2.765960e+08,b_zipping-end_24
101,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
102,((((((((((+)))))))))),2.119375e+08,b_zipping-end_30
103,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
104,((((((((((+)))))))))),2.765960e+08,b_zipping-end_24
105,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
106,((((((((((+)))))))))),2.765960e+08,b_zipping-end_24
107,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
108,((((((((((+)))))))))),2.119375e+08,b_zipping-end_30
109,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
110,((((((((((+)))))))))),2.119375e+08,b_zipping-end_30
111,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
112,((((((((((+)))))))))),1.234364e+08,b_zipping-end_26
113,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
114,((((((((((+)))))))))),2.765960e+08,b_zipping-end_24
115,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
116,((((((((((+)))))))))),2.765960e+08,b_zipping-end_24
117,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
118,((((((((((+)))))))))),2.765960e+08,b_zipping-end_24
119,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
120,((((((((((+)))))))))),2.765960e+08,b_zipping-end_24
